,zone,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount,response,coverage,effective to date,employmentstatus,location code,marital status,months since last claim,months since policy inception,number of policies,policy,renew offer type,sales channel,vehicle size,vehicle type
3703,west region,m,college,7218.09,38144.0,104.0,0,personal auto,suv,748.8,no,basic,1/30/11,unemployed,suburban,single,29.0,4.0,3.0,personal l3,offer3,call center,small,a
3704,east,m,bachelor,9029.94,38144.0,138.0,0,personal auto,,1376.96,no,extended,2/10/11,unemployed,suburban,single,23.0,93.0,3.0,personal l1,offer1,agent,,
3705,central,f,high school or below,4303.64,74057.0,109.0,0,personal auto,suv,523.2,no,basic,2/12/11,employed,suburban,single,27.0,24.0,1.0,personal l2,offer2,branch,medsize,
3706,west region,m,high school or below,5049.12,38144.0,68.0,0,personal auto,four-door car,457.17,no,basic,1/5/11,unemployed,suburban,married,35.0,65.0,7.0,personal l2,offer1,agent,medsize,
3707,north west,f,high school or below,4499.49,16969.0,124.0,2,personal auto,suv,704.77,no,extended,1/28/11,disabled,suburban,divorced,34.0,47.0,1.0,personal l3,offer1,call center,medsize,
3708,west region,m,college,8514.39,48428.0,72.0,1,personal auto,four-door car,223.73,no,basic,1/26/11,employed,urban,married,8.0,5.0,2.0,personal l2,offer2,call center,medsize,a
3709,west region,m,high school or below,7636.28,38144.0,111.0,0,corporate auto,two-door car,799.2,no,premium,1/5/11,unemployed,suburban,single,30.0,86.0,3.0,corporate l3,offer2,agent,small,
3710,central,f,bachelor,4376.36,63774.0,111.0,0,personal auto,four-door car,60.04,yes,premium,2/28/11,employed,rural,divorced,18.0,63.0,1.0,personal l2,offer2,agent,medsize,
3711,central,m,college,3543.23,35695.0,90.0,0,personal auto,four-door car,432.0,no,extended,2/9/11,employed,suburban,married,2.0,7.0,1.0,personal l2,offer4,branch,medsize,
3712,central,f,college,4896.56,36428.0,124.0,0,personal auto,suv,559.41,no,extended,2/18/11,employed,urban,divorced,34.0,20.0,1.0,personal l1,offer2,agent,medsize,
3713,west region,m,college,12817.41,28651.0,67.0,0,personal auto,four-door car,302.27,no,basic,1/18/11,employed,urban,single,4.0,25.0,2.0,personal l2,offer3,agent,medsize,
3714,nan,f,bachelor,20067.4,85165.0,101.0,0,personal auto,four-door car,384.31,,premium,2/17/11,employed,urban,single,8.0,81.0,2.0,personal l2,offer1,branch,medsize,a
3715,west region,m,bachelor,12036.62,44428.0,104.0,0,personal auto,suv,499.2,yes,basic,2/10/11,employed,suburban,single,17.0,61.0,2.0,personal l3,offer1,call center,medsize,
3716,north west,f,master,32643.08,77915.0,115.0,0,personal auto,four-door car,552.0,no,premium,1/5/11,employed,suburban,married,4.0,61.0,2.0,personal l3,offer3,call center,small,
3717,west region,f,college,5411.95,38144.0,73.0,0,personal auto,four-door car,365.36,no,basic,2/7/11,unemployed,suburban,single,1.0,22.0,5.0,personal l2,offer2,call center,medsize,a
3718,north west,f,high school or below,8860.65,48736.0,111.0,0,personal auto,suv,285.85,no,basic,1/3/11,employed,urban,married,14.0,62.0,3.0,personal l1,offer2,call center,medsize,a
3719,central,f,bachelor,21112.54,38144.0,81.0,0,personal auto,,136.85,no,extended,2/22/11,unemployed,rural,married,12.0,59.0,2.0,personal l3,offer3,branch,,a
3720,central,f,bachelor,2359.42,19864.0,63.0,0,personal auto,four-door car,352.39,yes,basic,1/11/11,disabled,suburban,divorced,22.0,96.0,1.0,personal l3,offer1,web,medsize,a
3721,west region,f,master,8024.99,38702.0,101.0,3,personal auto,suv,253.36,no,basic,2/12/11,employed,rural,married,7.0,32.0,3.0,personal l3,offer1,web,large,
3722,north west,f,high school or below,4428.03,58577.0,110.0,0,personal auto,suv,303.87,yes,basic,1/29/11,employed,urban,married,6.0,62.0,1.0,personal l1,offer1,agent,medsize,a
3723,central,m,master,7216.1,38144.0,101.0,0,corporate auto,four-door car,363.03,no,premium,1/18/11,unemployed,urban,single,0.0,68.0,4.0,corporate l3,offer1,agent,medsize,
3724,east,m,master,2572.51,21104.0,66.0,0,personal auto,four-door car,118.45,no,basic,1/7/11,employed,rural,divorced,34.0,74.0,1.0,personal l3,offer4,branch,medsize,a
3725,nan,m,college,7381.91,54878.0,96.0,3,personal auto,four-door car,204.95,,extended,2/3/11,employed,rural,married,5.0,11.0,9.0,personal l3,offer3,call center,medsize,
3726,nan,m,bachelor,3508.91,23629.0,88.0,0,personal auto,four-door car,633.6,,extended,1/23/11,employed,suburban,married,15.0,81.0,1.0,personal l1,offer3,agent,small,
3727,west region,f,doctor,6265.34,38144.0,84.0,1,personal auto,four-door car,481.03,yes,extended,1/13/11,unemployed,suburban,married,18.0,25.0,4.0,personal l3,offer1,agent,medsize,
3728,west region,m,high school or below,2797.67,69604.0,70.0,0,corporate auto,four-door car,112.34,no,basic,2/7/11,employed,rural,married,10.0,50.0,1.0,corporate l3,offer4,agent,medsize,
3729,central,m,bachelor,5411.94,81531.0,135.0,0,personal auto,suv,420.43,no,extended,1/15/11,employed,urban,married,23.0,50.0,1.0,personal l3,offer2,web,small,a
3730,west region,m,college,4386.28,10621.0,67.0,0,personal auto,four-door car,321.6,yes,basic,2/11/11,retired,suburban,single,28.0,22.0,5.0,personal l1,offer1,agent,medsize,
3731,east,m,bachelor,2813.69,43836.0,73.0,0,personal auto,four-door car,138.13,no,basic,2/3/11,employed,rural,single,12.0,44.0,1.0,personal l1,offer1,agent,medsize,
3732,central,m,high school or below,8693.65,88294.0,108.0,0,personal auto,suv,367.15,no,basic,2/16/11,employed,urban,married,0.0,50.0,6.0,personal l2,offer1,call center,small,a
3733,central,f,high school or below,3536.65,31727.0,92.0,0,personal auto,four-door car,495.75,no,extended,1/3/11,employed,suburban,single,1.0,95.0,1.0,personal l3,offer3,agent,small,a
3734,north west,m,college,7496.01,61091.0,95.0,0,personal auto,two-door car,409.87,no,extended,1/19/11,employed,urban,single,17.0,64.0,8.0,personal l1,offer2,agent,medsize,a
3735,west region,m,college,7901.7,62291.0,100.0,0,personal auto,sports car,480.0,no,basic,2/1/11,employed,suburban,married,1.0,53.0,3.0,personal l1,offer2,web,medsize,a
3736,west region,f,bachelor,5107.16,35625.0,65.0,1,personal auto,four-door car,288.57,yes,basic,1/26/11,employed,urban,married,10.0,56.0,3.0,personal l2,offer2,agent,medsize,
3737,west region,f,master,6991.61,66346.0,87.0,1,personal auto,four-door car,78.18,no,extended,2/9/11,employed,rural,married,15.0,7.0,4.0,personal l1,offer4,agent,large,a
3738,central,f,bachelor,6051.8,38144.0,87.0,1,personal auto,four-door car,626.4,no,extended,1/20/11,unemployed,suburban,single,23.0,73.0,5.0,personal l3,offer2,branch,medsize,a
3739,north west,f,master,8368.88,23879.0,107.0,0,corporate auto,suv,635.64,no,basic,2/11/11,disabled,suburban,married,13.0,57.0,3.0,corporate l3,offer1,branch,medsize,a
3740,north west,m,master,13419.4,38144.0,122.0,0,personal auto,,827.79,no,extended,1/8/11,unemployed,suburban,divorced,15.0,11.0,2.0,personal l3,offer1,call center,,
3741,west region,f,college,5500.58,44019.0,138.0,0,personal auto,suv,165.48,no,extended,2/12/11,employed,rural,married,20.0,60.0,1.0,personal l3,offer3,agent,medsize,a
3742,east,m,bachelor,5643.8,41043.0,72.0,0,personal auto,four-door car,345.6,no,basic,1/10/11,employed,suburban,married,22.0,60.0,3.0,personal l3,offer2,call center,small,
3743,west region,m,high school or below,6889.56,38144.0,66.0,0,personal auto,four-door car,475.2,no,basic,2/4/11,unemployed,suburban,single,2.0,75.0,2.0,personal l3,offer1,branch,small,a
3744,central,m,high school or below,5252.51,38144.0,74.0,0,corporate auto,four-door car,532.8,no,basic,1/22/11,unemployed,suburban,single,32.0,62.0,3.0,corporate l3,offer1,agent,medsize,
3745,west region,m,bachelor,2640.49,15776.0,69.0,0,personal auto,two-door car,337.6,no,basic,2/21/11,disabled,suburban,married,20.0,59.0,1.0,personal l2,offer2,call center,medsize,
3746,west region,f,college,10442.45,38144.0,98.0,0,personal auto,four-door car,941.72,no,extended,1/8/11,unemployed,suburban,single,9.0,50.0,2.0,personal l1,offer1,agent,small,
3747,central,f,bachelor,9422.57,47272.0,79.0,3,personal auto,four-door car,64.55,no,extended,1/17/11,employed,rural,married,17.0,17.0,2.0,personal l3,offer1,call center,medsize,
3748,west region,f,doctor,2957.76,83318.0,73.0,0,personal auto,,211.34,no,basic,2/6/11,employed,urban,divorced,21.0,42.0,1.0,personal l1,offer3,web,,
3749,north west,f,bachelor,2604.85,38144.0,74.0,0,corporate auto,four-door car,532.8,no,basic,1/22/11,unemployed,suburban,single,19.0,50.0,1.0,corporate l1,offer2,call center,medsize,a
3750,east,m,bachelor,6540.2,21156.0,89.0,0,personal auto,two-door car,111.84,no,extended,1/21/11,disabled,rural,divorced,2.0,32.0,8.0,personal l2,offer1,web,medsize,
3751,central,m,college,17790.41,26000.0,256.0,0,personal auto,luxury suv,1228.8,no,premium,1/3/11,retired,suburban,divorced,34.0,84.0,8.0,personal l1,offer1,web,small,
3752,north west,f,high school or below,9035.67,34337.0,113.0,0,personal auto,four-door car,542.4,yes,premium,1/21/11,employed,suburban,married,20.0,44.0,9.0,personal l3,offer2,web,large,
3753,nan,f,college,9206.6,24589.0,82.0,0,personal auto,two-door car,511.5,,extended,1/10/11,retired,suburban,married,33.0,39.0,2.0,personal l3,offer1,branch,medsize,a
3754,west region,m,high school or below,6087.3,85654.0,76.0,0,personal auto,four-door car,46.2,no,extended,2/11/11,employed,rural,married,8.0,46.0,3.0,personal l3,offer2,agent,large,
3755,west region,m,college,8888.89,77104.0,112.0,1,corporate auto,suv,436.49,no,basic,1/9/11,employed,urban,married,21.0,65.0,6.0,corporate l3,offer1,agent,medsize,
3756,central,m,bachelor,4984.62,86305.0,62.0,0,corporate auto,four-door car,80.73,yes,basic,1/11/11,employed,rural,married,1.0,99.0,5.0,corporate l2,offer2,call center,medsize,a
3757,central,m,college,2580.85,46900.0,66.0,0,personal auto,four-door car,316.8,yes,basic,2/9/11,employed,suburban,married,13.0,59.0,1.0,personal l3,offer2,web,medsize,a
3758,west region,m,college,11790.5,25251.0,66.0,0,personal auto,four-door car,316.8,yes,basic,1/3/11,retired,suburban,divorced,13.0,43.0,2.0,personal l2,offer2,web,medsize,a
3759,central,f,doctor,7648.26,91071.0,94.0,2,personal auto,four-door car,402.74,no,extended,1/22/11,employed,urban,married,21.0,25.0,3.0,personal l1,offer2,call center,medsize,a
3760,central,m,high school or below,5013.14,65165.0,126.0,1,personal auto,suv,604.8,no,extended,2/12/11,employed,suburban,married,14.0,18.0,1.0,personal l1,offer2,web,medsize,a
3761,north west,f,bachelor,14594.45,27627.0,63.0,0,special auto,two-door car,453.6,no,basic,1/1/11,disabled,suburban,married,10.0,43.0,2.0,special l2,offer3,call center,small,a
3762,west region,f,bachelor,5235.57,71794.0,131.0,0,personal auto,suv,457.47,no,extended,2/21/11,employed,urban,married,19.0,48.0,1.0,personal l3,offer2,web,medsize,
3763,west region,m,college,2451.99,65828.0,62.0,0,personal auto,four-door car,297.6,no,basic,1/21/11,employed,suburban,divorced,22.0,3.0,1.0,personal l3,offer2,agent,small,a
3764,central,m,high school or below,14429.89,38144.0,198.0,0,personal auto,luxury car,962.16,no,basic,1/1/11,unemployed,suburban,married,4.0,31.0,9.0,personal l2,offer4,agent,small,
3765,west region,f,college,3193.16,80580.0,81.0,2,personal auto,two-door car,41.69,no,extended,1/30/11,employed,rural,married,11.0,22.0,1.0,personal l1,offer4,web,medsize,
3766,north west,m,college,4163.79,11689.0,117.0,0,corporate auto,suv,561.6,no,basic,1/19/11,disabled,suburban,divorced,7.0,46.0,1.0,corporate l3,offer4,web,medsize,
3767,west region,m,bachelor,9587.33,39266.0,80.0,0,personal auto,four-door car,384.0,no,extended,2/26/11,employed,suburban,married,33.0,31.0,2.0,personal l2,offer4,branch,medsize,a
3768,north west,f,college,4034.93,38144.0,112.0,0,special auto,,806.4,no,basic,2/23/11,unemployed,suburban,single,8.0,28.0,1.0,special l3,offer3,branch,,a
3769,west region,m,high school or below,2409.7,38144.0,70.0,0,personal auto,four-door car,504.0,no,basic,2/6/11,unemployed,suburban,single,14.0,95.0,1.0,personal l2,offer1,agent,small,
3770,west region,f,high school or below,4916.3,71153.0,122.0,0,corporate auto,sports car,209.02,no,extended,1/4/11,employed,rural,married,1.0,94.0,1.0,corporate l3,offer2,web,medsize,a
3771,central,m,doctor,7550.87,38144.0,68.0,1,personal auto,four-door car,100.21,no,basic,1/20/11,unemployed,rural,married,32.0,15.0,2.0,personal l1,offer2,call center,medsize,a
3772,east,m,high school or below,6245.44,80101.0,79.0,0,personal auto,four-door car,442.92,no,extended,1/16/11,employed,suburban,single,16.0,8.0,3.0,personal l3,offer3,call center,medsize,a
3773,west region,m,college,3807.53,38144.0,115.0,0,corporate auto,four-door car,828.0,no,premium,1/19/11,unemployed,suburban,single,16.0,89.0,1.0,corporate l2,offer1,agent,medsize,
3774,west region,f,high school or below,7911.63,43916.0,68.0,2,personal auto,four-door car,326.4,no,basic,2/25/11,employed,suburban,divorced,10.0,59.0,2.0,personal l2,offer2,call center,small,
3775,east,f,college,8861.15,90125.0,110.0,0,corporate auto,suv,128.65,no,basic,2/5/11,employed,rural,married,1.0,72.0,3.0,corporate l3,offer3,branch,medsize,
3776,north west,f,high school or below,23207.27,45039.0,96.0,0,personal auto,four-door car,192.14,no,extended,1/16/11,employed,rural,married,27.0,94.0,2.0,personal l2,offer1,agent,large,a
3777,nan,m,bachelor,8543.25,99180.0,106.0,0,personal auto,suv,33.75,,basic,1/14/11,employed,rural,married,15.0,20.0,3.0,personal l1,offer3,branch,small,a
3778,central,m,college,2674.73,56342.0,69.0,0,corporate auto,four-door car,331.2,yes,basic,2/15/11,employed,suburban,single,12.0,89.0,1.0,corporate l2,offer2,call center,small,
3779,north west,m,college,7582.11,64801.0,64.0,0,personal auto,four-door car,268.47,yes,basic,2/3/11,employed,urban,married,23.0,19.0,2.0,personal l3,offer2,web,medsize,a
3780,west region,f,high school or below,8618.3,46379.0,72.0,0,corporate auto,four-door car,345.6,no,basic,1/22/11,employed,suburban,single,11.0,57.0,2.0,corporate l3,offer3,call center,large,a
3781,north west,f,master,2725.36,36650.0,69.0,1,personal auto,four-door car,56.6,yes,basic,1/3/11,employed,rural,married,2.0,70.0,1.0,personal l2,offer2,web,large,a
3782,central,f,college,4384.85,23480.0,117.0,0,personal auto,suv,842.4,no,basic,1/25/11,medical leave,suburban,single,6.0,89.0,1.0,personal l2,offer3,call center,medsize,a
3783,central,m,bachelor,2584.53,72731.0,65.0,0,personal auto,four-door car,125.7,no,basic,1/14/11,employed,rural,married,10.0,7.0,1.0,personal l3,offer2,agent,medsize,
3784,west region,f,bachelor,2471.28,29918.0,62.0,0,personal auto,four-door car,108.89,no,basic,1/20/11,employed,rural,married,1.0,53.0,1.0,personal l3,offer4,web,medsize,a
3785,central,f,master,2790.23,22974.0,71.0,0,personal auto,four-door car,180.67,no,basic,2/5/11,medical leave,urban,married,0.0,8.0,1.0,personal l3,offer4,call center,large,a
3786,west region,m,bachelor,6537.05,38144.0,100.0,0,personal auto,sports car,720.0,no,basic,2/16/11,unemployed,suburban,single,22.0,24.0,3.0,personal l3,offer2,web,medsize,
3787,central,m,college,6156.36,78824.0,77.0,0,personal auto,four-door car,267.7,no,extended,1/8/11,employed,urban,divorced,10.0,12.0,6.0,personal l3,offer1,agent,medsize,
3788,north west,m,bachelor,10595.81,38144.0,102.0,0,personal auto,suv,734.4,no,basic,1/6/11,unemployed,suburban,divorced,22.0,20.0,2.0,personal l3,offer1,branch,small,a
3789,nan,f,master,2505.42,60546.0,63.0,0,personal auto,,46.28,,basic,2/14/11,employed,rural,single,21.0,71.0,1.0,personal l3,offer2,branch,,a
3790,west region,m,college,6715.34,38144.0,65.0,0,corporate auto,four-door car,655.07,no,basic,1/7/11,unemployed,suburban,single,22.0,39.0,2.0,corporate l1,offer4,agent,medsize,a
3791,north west,m,bachelor,2872.98,36844.0,73.0,0,personal auto,four-door car,283.97,no,basic,1/22/11,employed,urban,married,10.0,11.0,1.0,personal l3,offer2,agent,medsize,a
3792,nan,f,college,5583.83,32403.0,71.0,0,corporate auto,four-door car,97.41,,basic,1/13/11,employed,rural,married,31.0,47.0,9.0,corporate l2,offer1,agent,medsize,a
3793,north west,f,college,7960.01,98350.0,101.0,3,corporate auto,suv,289.18,no,basic,1/27/11,employed,urban,married,14.0,35.0,3.0,corporate l3,offer1,agent,medsize,
3794,central,m,bachelor,2300.69,25905.0,63.0,0,personal auto,four-door car,302.4,yes,basic,1/15/11,retired,suburban,divorced,21.0,12.0,1.0,personal l3,offer1,agent,large,a
3795,nan,f,bachelor,3007.39,38144.0,80.0,0,personal auto,two-door car,16.52,,extended,2/10/11,unemployed,rural,divorced,31.0,67.0,1.0,personal l3,offer1,branch,large,
3796,west region,m,bachelor,4825.65,61613.0,61.0,1,special auto,four-door car,40.56,no,basic,2/23/11,employed,rural,married,6.0,20.0,9.0,special l3,offer1,call center,medsize,
3797,east,m,college,8717.05,83846.0,74.0,3,personal auto,four-door car,355.2,yes,basic,2/14/11,employed,suburban,married,22.0,94.0,2.0,personal l3,offer2,agent,large,
3798,west region,m,high school or below,6669.18,38144.0,65.0,1,corporate auto,four-door car,312.0,no,basic,1/17/11,unemployed,suburban,married,30.0,5.0,2.0,corporate l1,offer3,agent,medsize,a
3799,west region,m,college,4636.55,26802.0,66.0,1,personal auto,two-door car,316.8,yes,basic,1/1/11,retired,suburban,married,7.0,43.0,5.0,personal l2,offer2,agent,medsize,
3800,north west,m,high school or below,7046.48,38144.0,64.0,0,personal auto,four-door car,324.7,no,basic,1/3/11,unemployed,suburban,married,24.0,73.0,2.0,personal l2,offer1,branch,large,
3801,north west,f,bachelor,5470.06,54507.0,138.0,0,personal auto,suv,702.99,yes,extended,2/17/11,employed,suburban,married,20.0,11.0,1.0,personal l3,offer2,agent,medsize,a
3802,north west,f,master,4064.67,26161.0,109.0,0,personal auto,sports car,594.44,no,basic,2/28/11,retired,suburban,single,8.0,70.0,1.0,personal l3,offer3,branch,large,
3803,nan,f,doctor,4505.4,81079.0,111.0,0,special auto,suv,134.22,,basic,2/23/11,employed,rural,married,11.0,5.0,1.0,special l3,offer2,web,medsize,
3804,central,m,college,4567.87,15383.0,61.0,0,corporate auto,two-door car,292.8,no,basic,2/7/11,disabled,suburban,married,10.0,36.0,4.0,corporate l3,offer4,web,medsize,a
3805,central,m,high school or below,9613.61,34398.0,61.0,1,personal auto,two-door car,292.8,no,basic,1/30/11,employed,suburban,married,10.0,18.0,2.0,personal l3,offer3,agent,small,a
3806,north west,m,high school or below,2483.54,87492.0,62.0,0,personal auto,two-door car,264.46,no,basic,2/26/11,employed,urban,married,15.0,69.0,1.0,personal l2,offer3,agent,medsize,
3807,central,f,college,2951.29,69600.0,74.0,0,personal auto,four-door car,341.4,no,basic,1/29/11,employed,urban,married,35.0,28.0,1.0,personal l1,offer2,web,small,
